"MHDM"	"MSVT"	"HPVT"	"LVT"	"GC"
"CH.21222"	"N28408"	"2,31"	""	""
"CH.21222"	"N04407"	"3,2"	""	""
"CH.21222"	"M201.0021"	"0,46"	""	""
"CH.21222"	"M201.0020"	"0,08"	""	""
"CH.21222"	"M9999"	"2"	""	""
"CH.21223"	"V20342"	"1"	""	""
"CH.21223"	"V20056"	"0,01"	""	""
"CH.21223"	"V20310"	"0,4"	""	""
"CH.21223"	"V20066"	"1"	""	""
"CH.21223"	"V20297"	"0,7"	""	""
"CH.21223"	"V29999"	"10"	""	""
"CH.21223"	"N28408"	"2,57"	""	""
"CH.21223"	"N04407"	"3,65"	""	""
"CH.21223"	"M201.0021"	"0,57"	""	""
"CH.21223"	"M201.0020"	"0,08"	""	""
"CH.21223"	"M9999"	"2"	""	""
"CH.21224"	"V20342"	"1,5"	""	""
"CH.21224"	"V20056"	"0,016"	""	""
"CH.21224"	"V20310"	"0,4"	""	""
"CH.21224"	"V20066"	"1"	""	""
"CH.21224"	"V20297"	"0,7"	""	""
"CH.21224"	"V29999"	"10"	""	""
"CH.21224"	"N28408"	"2,83"	""	""
"CH.21224"	"N04407"	"4,03"	""	""
"CH.21224"	"M201.0021"	"0,6"	""	""
"CH.21224"	"M201.0020"	"0,12"	""	""
"CH.21224"	"M9999"	"2"	""	""
"CH.21225"	"V20342"	"1,5"	""	""
"CH.21225"	"V20056"	"0,016"	""	""
"CH.21225"	"V20310"	"0,4"	""	""
"CH.21225"	"V20066"	"1"	""	""
"CH.21225"	"V20297"	"0,7"	""	""
"CH.21225"	"V29999"	"10"	""	""
"CH.21225"	"N28408"	"2,97"	""	""
"CH.21225"	"N04407"	"4,18"	""	""
"CH.21225"	"M201.0021"	"0,62"	""	""
"CH.21225"	"M201.0020"	"0,12"	""	""
"CH.21225"	"M9999"	"2"	""	""
"CH.21226"	"V20342"	"1,5"	""	""
"CH.21226"	"V20056"	"0,016"	""	""
"CH.21226"	"V20310"	"0,4"	""	""
"CH.21226"	"V20066"	"1"	""	""
"CH.21226"	"V20297"	"0,7"	""	""
"CH.21226"	"V29999"	"10"	""	""
"CH.21226"	"N28408"	"3,28"	""	""
"CH.21226"	"N04407"	"4,57"	""	""
"CH.21226"	"M201.0021"	"0,68"	""	""
"CH.21226"	"M201.0020"	"0,12"	""	""
"CH.21226"	"M9999"	"2"	""	""
"CH.21310"	"V20342"	"1,7"	""	""
"CH.21310"	"V20056"	"0,02"	""	""
"CH.21310"	"V20310"	"0,5"	""	""
"CH.21310"	"V20066"	"1"	""	""
"CH.21310"	"V20297"	"0,85"	""	""
"CH.21310"	"V29999"	"20"	""	""
"CH.21310"	"N28408"	"2,73"	""	""
"CH.21310"	"N04407"	"6,36"	""	""
"CH.21310"	"M201.0021"	"0,29"	""	""
"CH.21310"	"M201.0020"	"0,1"	""	""
"CH.21310"	"M9999"	"10"	""	""
"CH.21320"	"V20342"	"1,7"	""	""
"CH.21320"	"V20056"	"0,02"	""	""
"CH.21320"	"V20310"	"0,5"	""	""
"CH.21320"	"V20066"	"1"	""	""
"CH.21320"	"V20297"	"0,85"	""	""
"CH.21320"	"V29999"	"20"	""	""
"CH.21320"	"N28408"	"2,87"	""	""
"CH.21320"	"N04407"	"6,7"	""	""
"CH.21320"	"M201.0021"	"0,31"	""	""
"CH.21320"	"M201.0020"	"0,1"	""	""
"CH.21320"	"M9999"	"10"	""	""
"CH.21330"	"V20342"	"1,7"	""	""
"CH.21330"	"V20056"	"0,02"	""	""
"CH.21330"	"V20310"	"0,5"	""	""
"CH.21330"	"V20066"	"1"	""	""
"CH.21330"	"V20297"	"0,85"	""	""
"CH.21330"	"V29999"	"20"	""	""
"CH.21330"	"N28408"	"3,24"	""	""
"CH.21330"	"N04407"	"7,56"	""	""
"CH.21330"	"M201.0021"	"0,4"	""	""
"CH.21330"	"M201.0020"	"0,1"	""	""
"CH.21330"	"M9999"	"10"	""	""
"CH.21340"	"V20342"	"1,7"	""	""
"CH.21340"	"V20056"	"0,02"	""	""
"CH.21340"	"V20310"	"0,5"	""	""
"CH.21340"	"V20066"	"1"	""	""
"CH.21340"	"V20297"	"1"	""	""
"CH.21340"	"V29999"	"20"	""	""
"CH.21340"	"N28408"	"3,57"	""	""
"CH.21340"	"N04407"	"8,34"	""	""
"CH.21340"	"M201.0021"	"0,42"	""	""
"CH.21340"	"M201.0020"	"0,1"	""	""
"CH.21340"	"M9999"	"10"	""	""
"CH.21350"	"V20342"	"1,7"	""	""
"CH.21350"	"V20056"	"0,02"	""	""
"CH.21350"	"V20310"	"0,5"	""	""
"CH.21350"	"V20066"	"1"	""	""
"CH.21350"	"V20297"	"1"	""	""
"CH.21350"	"V29999"	"20"	""	""
"CH.21350"	"N28408"	"3,72"	""	""
"CH.21350"	"N04407"	"8,67"	""	""
"CH.21350"	"M201.0021"	"0,44"	""	""
"CH.21350"	"M201.0020"	"0,1"	""	""
"CH.21350"	"M9999"	"10"	""	""
"CH.21360"	"V20342"	"1,7"	""	""
"CH.21360"	"V20056"	"0,02"	""	""
"CH.21360"	"V20310"	"0,5"	""	""
"CH.21360"	"V20066"	"1"	""	""
"CH.21360"	"V20297"	"1"	""	""
"CH.21360"	"V29999"	"20"	""	""
"CH.21360"	"N28408"	"4,09"	""	""
"CH.21360"	"N04407"	"9,54"	""	""
"CH.21360"	"M201.0021"	"0,46"	""	""
"CH.21360"	"M201.0020"	"0,1"	""	""
"CH.21360"	"M9999"	"10"	""	""
"CI.11110"	"V20176"	"0,16"	""	""
"CI.11110"	"V20137"	"0,0032"	""	""
"CI.11110"	"V29999"	"5"	""	""
"CI.11110"	"N28408"	"6"	""	""
"CI.11110"	"M202.0161"	"0,1"	""	""
"CI.11110"	"M202.0163"	"0,025"	""	""
"CI.11110"	"M202.0162"	"0,15"	""	""
"CI.11110"	"M9999"	"2"	""	""
"CI.11120"	"V20176"	"0,16"	""	""
"CI.11120"	"V20137"	"0,0032"	""	""
"CI.11120"	"V29999"	"5"	""	""
"CI.11120"	"N28408"	"6,2"	""	""
"CI.11120"	"M202.0161"	"0,1"	""	""
"CI.11120"	"M202.0163"	"0,03"	""	""
"CI.11120"	"M202.0162"	"0,15"	""	""
"CI.11120"	"M9999"	"2"	""	""
"CI.11340"	"V20137"	"0,0016"	""	""
"CI.11340"	"V29999"	"5"	""	""
"CI.11340"	"N28408"	"2"	""	""
"CI.11340"	"M202.0161"	"0,025"	""	""
"CI.11340"	"M202.0163"	"0,02"	""	""
"CI.11340"	"M202.0162"	"0,04"	""	""
"CI.11340"	"M9999"	"2"	""	""
"CI.11410"	"V20176"	"0,01"	""	""
"CI.11410"	"V20137"	"0,0008"	""	""
"CI.11410"	"V29999"	"5"	""	""
"CI.11410"	"N28408"	"0,4"	""	""
"CI.11410"	"M202.0161"	"0,012"	""	""
"CI.11410"	"M202.0163"	"0,0032"	""	""
"CI.11410"	"M202.0162"	"0,02"	""	""
"CI.11410"	"M9999"	"2"	""	""
"CI.11420"	"V20176"	"0,01"	""	""
"CI.11420"	"V20137"	"0,0008"	""	""
"CI.11420"	"V29999"	"5"	""	""
"CI.11420"	"N28408"	"0,5"	""	""
"CI.11420"	"M202.0161"	"0,012"	""	""
"CI.11420"	"M202.0163"	"0,0037"	""	""
"CI.11420"	"M202.0162"	"0,02"	""	""
"CI.11420"	"M9999"	"2"	""	""
"CI.11430"	"V20176"	"0,01"	""	""
"CI.11430"	"V20137"	"0,0008"	""	""
"CI.11430"	"V29999"	"5"	""	""
"CI.11430"	"N28408"	"0,6"	""	""
"CI.11430"	"M202.0161"	"0,012"	""	""
"CI.11430"	"M202.0163"	"0,0042"	""	""
"CI.11430"	"M202.0162"	"0,02"	""	""
"CI.11430"	"M9999"	"2"	""	""
"CI.11440"	"V20176"	"0,01"	""	""
"CI.11440"	"V20137"	"0,0008"	""	""
"CI.11440"	"V29999"	"5"	""	""
"CI.11440"	"N28408"	"0,7"	""	""
"CI.11440"	"M202.0161"	"0,012"	""	""
"CI.11440"	"M202.0163"	"0,005"	""	""
"CI.11440"	"M202.0162"	"0,02"	""	""
"CI.11440"	"M9999"	"2"	""	""
"CI.11510"	"V20176"	"0,01"	""	""
"CI.11510"	"V20137"	"0,0008"	""	""
"CI.11510"	"V29999"	"5"	""	""
"CI.11510"	"N28408"	"0,25"	""	""
"CI.11510"	"M202.0161"	"0,012"	""	""
"CI.11510"	"M202.0163"	"0,003"	""	""
"CI.11510"	"M202.0162"	"0,02"	""	""
"CI.11510"	"M9999"	"2"	""	""
"CI.11520"	"V20176"	"0,01"	""	""
"CI.11520"	"V20137"	"0,0008"	""	""
"CI.11520"	"V29999"	"5"	""	""
"CI.11520"	"N28408"	"0,3"	""	""
"CI.11520"	"M202.0161"	"0,012"	""	""
"CI.11520"	"M202.0163"	"0,0035"	""	""
"CI.11520"	"M202.0162"	"0,02"	""	""
"CI.11520"	"M9999"	"2"	""	""
"CI.11530"	"V20176"	"0,01"	""	""
"CI.11530"	"V20137"	"0,0008"	""	""
"CI.11530"	"V29999"	"5"	""	""
"CI.11530"	"N28408"	"0,35"	""	""
"CI.11530"	"M202.0161"	"0,012"	""	""
"CI.11530"	"M202.0163"	"0,004"	""	""
"CI.11530"	"M202.0162"	"0,02"	""	""
"CI.11530"	"M9999"	"2"	""	""
"CI.11540"	"V20176"	"0,01"	""	""
"CI.11540"	"V20137"	"0,0008"	""	""
"CI.11540"	"V29999"	"5"	""	""
"CI.11540"	"N28408"	"0,4"	""	""
"CI.11540"	"M202.0161"	"0,012"	""	""
"CI.11540"	"M202.0163"	"0,0048"	""	""
"CI.11540"	"M202.0162"	"0,02"	""	""
"CI.11540"	"M9999"	"2"	""	""
"CI.11610"	"V20176"	"0,0025"	""	""
"CI.11810"	"M9999"	"2"	""	""
"CI.11820"	"V20176"	"0,00625"	""	""
"CI.11820"	"V20137"	"0,002"	""	""
"CI.11820"	"V29999"	"5"	""	""
"CI.11820"	"N28408"	"0,7"	""	""
"CI.11820"	"M202.0161"	"0,0005"	""	""
"CI.11820"	"M202.0163"	"0,004"	""	""
"CI.11820"	"M202.0162"	"0,00125"	""	""
"CI.11820"	"M9999"	"2"	""	""
"CI.11830"	"V20176"	"0,00625"	""	""
"CI.11830"	"V20137"	"0,002"	""	""
"CI.11830"	"V29999"	"5"	""	""
"CI.11830"	"N28408"	"0,8"	""	""
"CI.11830"	"M202.0161"	"0,0005"	""	""
"CI.11830"	"M202.0163"	"0,005"	""	""
"CI.11830"	"M202.0162"	"0,00125"	""	""
"CI.11830"	"M9999"	"2"	""	""
"CI.11840"	"V20176"	"0,00625"	""	""
"CI.11840"	"V20137"	"0,002"	""	""
"CI.11840"	"V29999"	"5"	""	""
"CI.11840"	"N28408"	"0,9"	""	""
"CI.11840"	"M202.0161"	"0,0005"	""	""
"CI.11840"	"M202.0163"	"0,006"	""	""
"CI.11840"	"M202.0162"	"0,00125"	""	""
"CI.11840"	"M9999"	"2"	""	""
"CK.11110"	"V20066"	"6"	""	""
"CK.11110"	"V20296"	"2,2"	""	""
"CK.11110"	"V29999"	"15"	""	""
"CK.11110"	"N28408"	"2,94"	""	""
"CK.11110"	"N04407"	"7,86"	""	""
"CK.11110"	"M201.0021"	"0,88"	""	""
"CK.11110"	"M201.0020"	"0,1"	""	""
"CK.11110"	"M9999"	"10"	""	""
"CK.11120"	"V20066"	"6"	""	""
"CK.11120"	"V20296"	"2,2"	""	""
"CK.11120"	"V29999"	"15"	""	""
"CK.11120"	"N28408"	"3,96"	""	""
"CK.11120"	"N04407"	"10,7"	""	""
"CK.11120"	"M201.0021"	"1,27"	""	""
"CK.11120"	"M201.0020"	"0,11"	""	""
"CK.11120"	"M9999"	"10"	""	""
"CK.11130"	"V20066"	"8"	""	""
"CK.11130"	"V20296"	"2,5"	""	""
"CK.11130"	"V29999"	"15"	""	""
"CK.11130"	"N28408"	"5,34"	""	""
"CK.11130"	"N04407"	"14,74"	""	""
"CK.11130"	"M201.0021"	"1,95"	""	""
"CK.11130"	"M201.0020"	"0,12"	""	""
"CK.11130"	"M9999"	"10"	""	""
"CK.11140"	"V20066"	"8"	""	""
"CK.11140"	"V20296"	"2,5"	""	""
"CK.11140"	"V29999"	"15"	""	""
"CK.11140"	"N28408"	"7,23"	""	""
"CK.11140"	"N04407"	"19,53"	""	""
"CK.11140"	"M201.0021"	"2,38"	""	""
"CK.11140"	"M201.0020"	"0,13"	""	""
"CK.11140"	"M9999"	"10"	""	""
"CK.11150"	"V20066"	"10"	""	""
"CK.11150"	"V20296"	"2,8"	""	""
"CK.11150"	"V29999"	"15"	""	""
"CK.11150"	"N28408"	"10,1"	""	""
"CK.11150"	"N04407"	"27,28"	""	""
"CK.11150"	"M201.0021"	"3,38"	""	""
"CK.11150"	"M201.0020"	"0,14"	""	""
"CK.11150"	"M9999"	"10"	""	""
"CK.11210"	"V20066"	"6"	""	""
"CK.11210"	"V20296"	"2,2"	""	""
"CK.11210"	"V29999"	"15"	""	""
"CK.11210"	"N28408"	"2,79"	""	""
"CK.11210"	"N04407"	"7,49"	""	""
"CK.11210"	"M201.0021"	"0,83"	""	""
"CK.11210"	"M201.0020"	"0,1"	""	""
"CK.11210"	"M9999"	"10"	""	""
"CK.11350"	"N28408"	"3,52"	""	""
"CK.11350"	"N04407"	"10,84"	""	""
"CK.11350"	"M201.0021"	"2,06"	""	""
"CK.11350"	"M201.0020"	"0,06"	""	""
"CK.11350"	"M9999"	"10"	""	""
"CK.11410"	"V20066"	"2"	""	""
"CK.11410"	"V20296"	"0,6"	""	""
"CK.11410"	"V29999"	"15"	""	""
"CK.11410"	"N28408"	"0,99"	""	""
"CK.11410"	"N04407"	"2,67"	""	""
"CK.11410"	"M201.0021"	"0,31"	""	""
"CK.11410"	"M201.0020"	"0,03"	""	""
"CK.11410"	"M9999"	"10"	""	""
"CK.11420"	"V20066"	"2"	""	""
"CK.11420"	"V20296"	"0,6"	""	""
"CK.11420"	"V29999"	"15"	""	""
"CK.11420"	"N28408"	"1,32"	""	""
"CK.11420"	"N04407"	"3,82"	""	""
"CK.11420"	"M201.0021"	"0,59"	""	""
"CK.11420"	"M201.0020"	"0,04"	""	""
"CK.11420"	"M9999"	"10"	""	""
"CK.11430"	"V20066"	"3"	""	""
"CK.11430"	"V20296"	"0,7"	""	""
"CK.11430"	"V29999"	"15"	""	""
"CK.11430"	"N28408"	"1,78"	""	""
"CK.11430"	"N04407"	"5,36"	""	""
"CK.11430"	"M201.0021"	"0,94"	""	""
"CK.11430"	"M201.0020"	"0,05"	""	""
"CK.11430"	"M9999"	"10"	""	""
"CK.11440"	"V20066"	"3"	""	""
"CK.11440"	"V20296"	"0,7"	""	""
"CK.11440"	"V29999"	"15"	""	""
"CK.11440"	"N28408"	"2,4"	""	""
"CK.11440"	"N04407"	"7,28"	""	""
"CK.11440"	"M201.0021"	"1,32"	""	""
"CK.11440"	"M201.0020"	"0,05"	""	""
"CK.11440"	"M9999"	"10"	""	""
"CK.11450"	"V20066"	"4"	""	""
"CK.11450"	"V20296"	"0,8"	""	""
"CK.11450"	"V29999"	"15"	""	""
"CK.11450"	"N28408"	"3,35"	""	""
"CK.11450"	"N04407"	"10,32"	""	""
"CK.11450"	"M201.0021"	"1,95"	""	""
"CK.11450"	"M201.0020"	"0,06"	""	""
"CK.11450"	"M9999"	"10"	""	""
"CK.11460"	"V20066"	"4"	""	""
"CK.11460"	"V20296"	"0,8"	""	""
"CK.11460"	"V29999"	"15"	""	""
"CK.11460"	"N28408"	"4,69"	""	""
"CK.11460"	"N04407"	"14,76"	""	""
"CK.11460"	"M201.0021"	"2,97"	""	""
"CK.11460"	"M201.0020"	"0,07"	""	""
"CK.11460"	"M9999"	"10"	""	""
"CK.11510"	"V20066"	"15"	""	""
"CK.11510"	"V20296"	"16"	""	""
"CK.11510"	"V29999"	"15"	""	""
"CK.11510"	"N28408"	"34,61"	""	""
"CK.11510"	"N04407"	"96,57"	""	""
"CK.11510"	"M201.0021"	"12,75"	""	""
"CK.11510"	"M201.0020"	"1,35"	""	""
"CK.11510"	"M9999"	"10"	""	""
"CK.11520"	"V20066"	"25"	""	""
"CK.11520"	"V20296"	"16"	""	""
"CK.11520"	"V29999"	"15"	""	""
"CK.11520"	"N28408"	"46,6"	""	""
"CK.11520"	"N04407"	"133"	""	""
"CK.11520"	"M201.0021"	"19,2"	""	""
"CK.11520"	"M201.0020"	"1,8"	""	""
"CK.11520"	"M9999"	"10"	""	""
"CK.11530"	"V20066"	"35"	""	""
"CK.11530"	"V20296"	"20"	""	""
"CK.11530"	"V29999"	"15"	""	""
"CK.11530"	"N28408"	"63,04"	""	""
"CK.11530"	"N04407"	"185,48"	""	""
"CK.11660"	"M9999"	"10"	""	""
"CK.11710"	"V20066"	"8"	""	""
"CK.11710"	"V20296"	"1,5"	""	""
"CK.11710"	"V29999"	"15"	""	""
"CK.11710"	"N28408"	"15,35"	""	""
"CK.11710"	"N04407"	"42,98"	""	""
"CK.11710"	"M201.0021"	"5,46"	""	""
"CK.11710"	"M201.0020"	"0,9"	""	""
"CK.11710"	"M9999"	"10"	""	""
"CK.11720"	"V20066"	"10"	""	""
"CK.11720"	"V20296"	"1,5"	""	""
"CK.11720"	"V29999"	"15"	""	""
"CK.11720"	"N28408"	"21,68"	""	""
"CK.11720"	"N04407"	"59,85"	""	""
"CK.11720"	"M201.0021"	"7,32"	""	""
"CK.11720"	"M201.0020"	"1,08"	""	""
"CK.11720"	"M9999"	"10"	""	""
"CK.11730"	"V20066"	"13"	""	""
"CK.11730"	"V20296"	"3"	""	""
"CK.11730"	"V29999"	"15"	""	""
"CK.11730"	"N28408"	"34,03"	""	""
"CK.11730"	"N04407"	"93,44"	""	""
"CK.11730"	"M201.0021"	"11,4"	""	""
"CK.11730"	"M201.0020"	"1,44"	""	""
"CK.11730"	"M9999"	"10"	""	""
"CK.11740"	"V20066"	"15"	""	""
"CK.11740"	"V20296"	"3"	""	""
"CK.11740"	"V29999"	"15"	""	""
"CK.11740"	"N28408"	"43,58"	""	""
"CK.11740"	"N04407"	"124,98"	""	""
"CK.11740"	"M201.0021"	"17,88"	""	""
"CK.11740"	"M201.0020"	"2,16"	""	""
"CK.11740"	"M9999"	"10"	""	""
"CK.11750"	"V20066"	"18"	""	""
"CK.11750"	"V20296"	"4"	""	""
"CK.11750"	"V29999"	"15"	""	""
"CK.11750"	"N28408"	"60,02"	""	""
"CK.11750"	"N04407"	"177,29"	""	""
"CK.11750"	"M201.0021"	"27,48"	""	""
"CK.11750"	"M201.0020"	"3,6"	""	""
"CK.11750"	"M9999"	"10"	""	""
"CK.11760"	"V20066"	"21"	""	""
"CK.11760"	"V20296"	"4"	""	""
"CK.11760"	"V29999"	"15"	""	""
"CK.11760"	"N28408"	"84"	""	""
"CK.11760"	"N04407"	"250,33"	""	""
"CK.11760"	"M201.0021"	"41,4"	""	""
"CK.11760"	"M201.0020"	"3,6"	""	""
"CK.11760"	"M9999"	"10"	""	""
"CK.11810"	"V20066"	"8"	""	""
"CK.11810"	"V20296"	"1,5"	""	""
"CK.11810"	"V29999"	"15"	""	""
"CK.11810"	"N28408"	"13,81"	""	""
"CK.11810"	"N04407"	"38,9"	""	""
"CK.11810"	"M201.0021"	"4,98"	""	""
"CK.11810"	"M201.0020"	"0,9"	""	""
"CK.11810"	"M9999"	"10"	""	""
"CK.11820"	"V20066"	"10"	""	""
"CK.11820"	"V20296"	"1,5"	""	""
"CK.11820"	"V29999"	"15"	""	""
"CK.11820"	"N28408"	"19,41"	""	""
"CK.11820"	"N04407"	"53,99"	""	""
"CK.11820"	"M201.0021"	"6,72"	""	""
"CK.11820"	"M201.0020"	"1,08"	""	""
"CK.11820"	"M9999"	"10"	""	""
"CK.11830"	"V20066"	"13"	""	""
"CK.11830"	"V20296"	"3"	""	""
"CK.11830"	"V29999"	"15"	""	""
"CK.11830"	"N28408"	"30,55"	""	""
"CK.11830"	"N04407"	"84,67"	""	""
"CK.11830"	"M201.0021"	"10,62"	""	""
"CK.11830"	"M201.0020"	"1,44"	""	""
"CK.11830"	"M9999"	"10"	""	""
"CK.11840"	"V20066"	"15"	""	""
"CK.11840"	"V20296"	"3"	""	""
"CK.12010"	"M201.0021"	"2,77"	""	""
"CK.12010"	"M201.0020"	"0,36"	""	""
"CK.12010"	"M9999"	"10"	""	""
"CK.12020"	"V20066"	"10"	""	""
"CK.12020"	"V20296"	"1"	""	""
"CK.12020"	"V29999"	"15"	""	""
"CK.12020"	"N28408"	"10,54"	""	""
"CK.12020"	"N04407"	"29,01"	""	""
"CK.12020"	"M201.0021"	"3,62"	""	""
"CK.12020"	"M201.0020"	"0,41"	""	""
"CK.12020"	"M9999"	"10"	""	""
"CK.12030"	"V20066"	"13"	""	""
"CK.12030"	"V20296"	"2"	""	""
"CK.12030"	"V29999"	"15"	""	""
"CK.12030"	"N28408"	"14,31"	""	""
"CK.12030"	"N04407"	"38,43"	""	""
"CK.12030"	"M201.0021"	"4,18"	""	""
"CK.12030"	"M201.0020"	"0,63"	""	""
"CK.12030"	"M9999"	"10"	""	""
"CK.12040"	"V20066"	"15"	""	""
"CK.12040"	"V20296"	"2"	""	""
"CK.12040"	"V29999"	"15"	""	""
"CK.12040"	"N28408"	"19,58"	""	""
"CK.12040"	"N04407"	"53,57"	""	""
"CK.12040"	"M201.0021"	"6,54"	""	""
"CK.12040"	"M201.0020"	"0,72"	""	""
"CK.12040"	"M9999"	"10"	""	""
"CK.12050"	"V20066"	"21"	""	""
"CK.12050"	"V20296"	"3"	""	""
"CK.12050"	"V29999"	"15"	""	""
"CK.12050"	"N28408"	"30,12"	""	""
"CK.12050"	"N04407"	"82,66"	""	""
"CK.12050"	"M201.0021"	"10,26"	""	""
"CK.12050"	"M201.0020"	"1,08"	""	""
"CK.12050"	"M9999"	"10"	""	""
"CK.12060"	"V20066"	"21"	""	""
"CK.12060"	"V20296"	"3"	""	""
"CK.12060"	"V29999"	"15"	""	""
"CK.12060"	"N28408"	"37,56"	""	""
"CK.12060"	"N04407"	"108,18"	""	""
"CK.12060"	"M201.0021"	"15,96"	""	""
"CK.12060"	"M201.0020"	"1,62"	""	""
"CK.12060"	"M9999"	"10"	""	""
"CK.12110"	"V20066"	"5"	""	""
"CK.12110"	"V20296"	"0,8"	""	""
"CK.12110"	"V29999"	"15"	""	""
"CK.12110"	"N28408"	"3,45"	""	""
"CK.12110"	"N04407"	"9,89"	""	""
"CK.12110"	"M201.0021"	"1,42"	""	""
"CK.12110"	"M201.0020"	"0,16"	""	""
"CK.12110"	"M9999"	"10"	""	""
"CK.12120"	"V20066"	"5"	""	""
"CK.12120"	"V20296"	"0,8"	""	""
"CK.12120"	"V29999"	"15"	""	""
"CK.12120"	"N28408"	"4,21"	""	""
"CK.12120"	"N04407"	"11,99"	""	""
"CK.12120"	"M201.0021"	"1,71"	""	""
"CK.12120"	"M201.0020"	"0,17"	""	""
"CK.12120"	"M9999"	"10"	""	""
"CK.12130"	"V20066"	"8"	""	""
"CK.12130"	"V20296"	"1"	""	""
"CK.12130"	"V29999"	"15"	""	""
"CK.12130"	"N28408"	"5,72"	""	""
"CK.12130"	"N04407"	"15,85"	""	""
"CK.12130"	"M201.0021"	"2"	""	""
"CK.12130"	"M201.0020"	"0,26"	""	""
"CK.12130"	"M9999"	"10"	""	""
"CK.12140"	"V20066"	"8"	""	""
"CK.12140"	"V20296"	"1"	""	""
"CK.12140"	"V29999"	"15"	""	""
"CK.12140"	"N28408"	"7,82"	""	""
"CK.12140"	"N04407"	"21,99"	""	""
"CK.12140"	"M201.0021"	"3"	""	""
"CK.12140"	"M201.0020"	"0,3"	""	""
"CK.12140"	"M9999"	"10"	""	""
"CK.21120"	"N28408"	"3,7"	""	""
"CK.21120"	"N04407"	"9,86"	""	""
"CK.21120"	"M201.0022"	"1,03"	""	""
"CK.21120"	"M201.0020"	"0,11"	""	""
"CK.21120"	"M9999"	"10"	""	""
"CK.21210"	"V20066"	"6"	""	""
"CK.21210"	"V20296"	"2,2"	""	""
"CK.21210"	"V29999"	"15"	""	""
"CK.21210"	"N28408"	"2,58"	""	""
"CK.21210"	"N04407"	"6,95"	""	""
"CK.21210"	"M201.0022"	"0,68"	""	""
"CK.21210"	"M201.0020"	"0,1"	""	""
"CK.21210"	"M9999"	"10"	""	""
"CK.21220"	"V20066"	"6"	""	""
"CK.21220"	"V20296"	"2,2"	""	""
"CK.21220"	"V29999"	"15"	""	""
"CK.21220"	"N28408"	"3,53"	""	""
"CK.21220"	"N04407"	"9,38"	""	""
"CK.21220"	"M201.0022"	"0,98"	""	""
"CK.21220"	"M201.0020"	"0,11"	""	""
"CK.21220"	"M9999"	"10"	""	""
"CK.21310"	"V20066"	"2"	""	""
"CK.21310"	"V20296"	"0,6"	""	""
"CK.21310"	"V29999"	"15"	""	""
"CK.21310"	"N28408"	"0,97"	""	""
"CK.21310"	"N04407"	"2,57"	""	""
"CK.21310"	"M201.0022"	"0,27"	""	""
"CK.21310"	"M201.0020"	"0,03"	""	""
"CK.21310"	"M9999"	"10"	""	""
"CK.21320"	"V20066"	"2"	""	""
"CK.21320"	"V20296"	"0,6"	""	""
"CK.21320"	"V29999"	"15"	""	""
"CK.21320"	"N28408"	"1,45"	""	""
"CK.21320"	"N04407"	"3,91"	""	""
"CK.21320"	"M201.0022"	"0,51"	""	""
"CK.21320"	"M201.0020"	"0,04"	""	""
"CK.21320"	"M9999"	"10"	""	""
"CK.21410"	"V20066"	"2"	""	""
"CK.21410"	"V20296"	"0,6"	""	""
"CK.21410"	"V29999"	"15"	""	""
"CK.21410"	"N28408"	"0,92"	""	""
"CK.21410"	"N04407"	"2,45"	""	""
"CK.21410"	"M201.0022"	"0,25"	""	""
"CK.21410"	"M201.0020"	"0,03"	""	""
"CK.21410"	"M9999"	"10"	""	""
"CK.21420"	"V20066"	"2"	""	""
"CK.21420"	"V20296"	"0,6"	""	""
"CK.21420"	"V29999"	"15"	""	""
"CK.21420"	"N28408"	"1,37"	""	""
"CK.21420"	"N04407"	"3,69"	""	""
"CK.21420"	"M201.0022"	"0,47"	""	""
"CK.21420"	"M201.0020"	"0,04"	""	""
"CK.21420"	"M9999"	"10"	""	""
"CK.21510"	"V20066"	"15"	""	""
"CK.21510"	"V20296"	"1,6"	""	""
"CK.21510"	"V29999"	"15"	""	""
"CK.21510"	"N28408"	"33,01"	""	""
"CK.21510"	"N04407"	"89,56"	""	""
"CK.21510"	"M201.0022"	"9,37"	""	""
"CK.21510"	"M201.0020"	"1,35"	""	""
"CK.21510"	"M9999"	"10"	""	""
"CK.21520"	"V20066"	"25"	""	""
"CK.21520"	"V20296"	"1,6"	""	""
"CK.21520"	"V29999"	"15"	""	""
"CK.21520"	"N28408"	"45,92"	""	""
"CK.21520"	"N04407"	"125,27"	""	""
"CK.21520"	"M201.0022"	"14,08"	""	""
"CK.21520"	"M201.0020"	"1,8"	""	""
"CK.21520"	"M9999"	"10"	""	""
"CK.21610"	"V20066"	"15"	""	""
"CK.21610"	"V20296"	"1,6"	""	""
"CK.21610"	"V29999"	"15"	""	""
"CK.21610"	"N28408"	"29,4"	""	""
"CK.21610"	"N04407"	"81,52"	""	""
"CK.22020"	"M9999"	"10"	""	""
"CK.22110"	"V20066"	"5"	""	""
"CK.22110"	"V20296"	"0,8"	""	""
"CK.22110"	"V29999"	"15"	""	""
"CK.22110"	"N28408"	"3,42"	""	""
"CK.22110"	"N04407"	"9,34"	""	""
"CK.22110"	"M201.0022"	"1,1"	""	""
"CK.22110"	"M201.0020"	"0,16"	""	""
"CK.22110"	"M9999"	"10"	""	""
"CK.22120"	"V20066"	"5"	""	""
"CK.22120"	"V20296"	"0,8"	""	""
"CK.22120"	"V29999"	"15"	""	""
