"MHDM"	"MSVT"	"HPVT"	"LVT"	"GC"
"CA.11110"	"V20272"	"0,1"	""	""
"CA.11110"	"V20342"	"1"	""	""
"CA.11110"	"V20200"	"0,4"	""	""
"CA.11110"	"V20195a"	"0,1"	""	""
"CA.11110"	"V20192"	"0,2"	""	""
"CA.11110"	"V29999"	"10"	""	""
"CA.11110"	"N01407"	"2,4"	""	""
"CA.11120"	"V20272"	"0,1"	""	""
"CA.11120"	"V20342"	"1"	""	""
"CA.11120"	"V20200"	"0,4"	""	""
"CA.11120"	"V20195a"	"0,1"	""	""
"CA.11120"	"V20192"	"0,2"	""	""
"CA.11120"	"V29999"	"10"	""	""
"CA.11120"	"N01407"	"3,6"	""	""
"CA.11210"	"V20272"	"0,1"	""	""
"CA.11210"	"V20342"	"1"	""	""
"CA.11210"	"V20200"	"0,4"	""	""
"CA.11210"	"V20195a"	"0,1"	""	""
"CA.11210"	"V20192"	"0,2"	""	""
"CA.11210"	"V29999"	"10"	""	""
"CA.11210"	"N01407"	"2,6"	""	""
"CA.11220"	"V20272"	"0,1"	""	""
"CA.11220"	"V20342"	"1"	""	""
"CA.11220"	"V20200"	"0,4"	""	""
"CA.11220"	"V20195a"	"0,1"	""	""
"CA.11220"	"V20192"	"0,2"	""	""
"CA.11220"	"V29999"	"10"	""	""
"CA.11220"	"N01407"	"3,8"	""	""
"CA.12110"	"V20272"	"0,1"	""	""
"CA.12110"	"V20342"	"1"	""	""
"CA.12110"	"V20200"	"0,4"	""	""
"CA.12110"	"V20195a"	"0,1"	""	""
"CA.12110"	"V20192"	"0,2"	""	""
"CA.12110"	"V20166"	"0,01"	""	""
"CA.12110"	"V20143"	"0,2"	""	""
"CA.12110"	"V29999"	"10"	""	""
"CA.12110"	"N01407"	"3,2"	""	""
"CA.12120"	"V20272"	"0,1"	""	""
"CA.12120"	"V20342"	"1"	""	""
"CA.12120"	"V20200"	"0,4"	""	""
"CA.12120"	"V20195a"	"0,1"	""	""
"CA.12120"	"V20192"	"0,2"	""	""
"CA.12120"	"V20166"	"0,01"	""	""
"CA.12120"	"V20143"	"0,2"	""	""
"CA.12120"	"V29999"	"10"	""	""
"CA.12120"	"N01407"	"4,4"	""	""
"CA.12210"	"V20272"	"0,1"	""	""
"CA.12210"	"V20342"	"1"	""	""
"CA.12210"	"V20200"	"0,4"	""	""
"CA.12210"	"V20195a"	"0,1"	""	""
"CA.12210"	"V20192"	"0,2"	""	""
"CA.12210"	"V20166"	"0,01"	""	""
"CA.12210"	"V20143"	"0,2"	""	""
"CA.12210"	"V29999"	"10"	""	""
"CA.12210"	"N01407"	"3,5"	""	""
"CA.12220"	"V20272"	"0,1"	""	""
"CA.12220"	"V20342"	"1"	""	""
"CA.12220"	"V20200"	"0,4"	""	""
"CA.12220"	"V20195a"	"0,1"	""	""
"CA.12220"	"V20192"	"0,2"	""	""
"CA.12220"	"V20166"	"0,01"	""	""
"CA.12220"	"V20143"	"0,2"	""	""
"CA.12220"	"V29999"	"10"	""	""
"CA.12220"	"N01407"	"5,2"	""	""
"CA.12310"	"V20272"	"0,1"	""	""
"CA.12310"	"V20342"	"1"	""	""
"CA.12310"	"V20200"	"0,4"	""	""
"CA.12310"	"V20195a"	"0,1"	""	""
"CA.12310"	"V20192"	"0,2"	""	""
"CA.12310"	"V20166"	"0,01"	""	""
"CA.12310"	"V20143"	"0,2"	""	""
"CA.12310"	"V29999"	"10"	""	""
"CA.12310"	"N01407"	"4,1"	""	""
"CA.12320"	"V20272"	"0,1"	""	""
"CA.12320"	"V20342"	"1"	""	""
"CA.12320"	"V20200"	"0,4"	""	""
"CA.12320"	"V20195a"	"0,1"	""	""
"CA.12320"	"V20192"	"0,2"	""	""
"CA.12320"	"V20166"	"0,01"	""	""
"CA.12320"	"V20143"	"0,2"	""	""
"CA.12320"	"V29999"	"10"	""	""
"CA.12320"	"N01407"	"6,2"	""	""
"CA.21110"	"V20330"	"0,85"	""	""
"CA.21110"	"V20209"	"0,2"	""	""
"CA.21110"	"V20119"	"0,38"	""	""
"CA.21110"	"V20222"	"0,5"	""	""
"CA.21110"	"V20061"	"0,03"	""	""
"CA.21110"	"V20033"	"0,3"	""	""
"CA.21110"	"V20166"	"0,08"	""	""
"CA.21110"	"V20342"	"7"	""	""
"CA.21110"	"V29999"	"10"	""	""
"CA.21110"	"N01457"	"7,84"	""	""
"CA.21110"	"M201.0007"	"0,12"	""	""
"CA.21110"	"M108.0301Xks"	"0,5"	""	""
"CA.21110"	"M112.0205ks"	"0,08"	""	""
"CA.21110"	"M112.0208ks"	"0,08"	""	""
"CA.21110"	"M102.0301ks"	"0,52"	""	""
"CA.21110"	"M201.0008"	"0,08"	""	""
"CA.21110"	"M201.0006"	"0,7"	""	""
"CA.21110"	"M112.4001Xks"	"0,68"	""	""
"CA.21110"	"M201.0014"	"0,675"	""	""
"CA.21110"	"M112.4401ks"	"0,68"	""	""
"CA.21110"	"M9999"	"2"	""	""
"CB.11110"	"V20116"	"0,3"	""	""
"CB.11110"	"V20313"	"0,001"	""	""
"CB.11110"	"V20085"	"0,01"	""	""
"CB.11110"	"V20086"	"0,01"	""	""
"CB.11110"	"V20097"	"0,01"	""	""
"CB.11110"	"V20009"	"0,01"	""	""
"CB.11110"	"V20047"	"0,001"	""	""
"CB.11110"	"V20008"	"0,01"	""	""
"CB.11110"	"V20045"	"0,001"	""	""
"CB.11110"	"V29999"	"10"	""	""
"CB.11110"	"N01407"	"3"	""	""
"CB.11110"	"M201.0017"	"0,27"	""	""
"CB.11110"	"M9999"	"2"	""	""
"CB.11120"	"V20116"	"0,5"	""	""
"CB.11120"	"V20313"	"0,001"	""	""
"CB.11120"	"V20085"	"0,01"	""	""
"CB.11120"	"V20086"	"0,01"	""	""
"CB.11120"	"V20097"	"0,01"	""	""
"CB.11120"	"V20009"	"0,01"	""	""
"CB.11120"	"V20047"	"0,001"	""	""
"CB.11120"	"V20008"	"0,01"	""	""
"CB.11120"	"V20045"	"0,001"	""	""
"CB.11120"	"V29999"	"10"	""	""
"CB.11120"	"N01407"	"3,76"	""	""
"CB.11120"	"M201.0017"	"0,34"	""	""
"CB.11120"	"M9999"	"2"	""	""
"CB.11210"	"V20117"	"0,3"	""	""
"CB.11210"	"V20311"	"0,001"	""	""
"CB.11210"	"V20045"	"0,001"	""	""
"CB.11210"	"V20085"	"0,01"	""	""
"CB.11210"	"V20086"	"0,01"	""	""
"CB.11210"	"V20009"	"0,01"	""	""
"CB.11210"	"V20171"	"1"	""	""
"CB.11210"	"V20266"	"0,01"	""	""
"CB.11210"	"V20007"	"0,01"	""	""
"CB.11210"	"V20329"	"0,2"	""	""
"CB.11210"	"V20152"	"0,01"	""	""
"CB.11210"	"V29999"	"10"	""	""
"CB.11210"	"N01407"	"4,48"	""	""
"CB.11210"	"M201.0018"	"0,304"	""	""
"CB.11210"	"M9999"	"2"	""	""
"CB.11220"	"V20117"	"0,5"	""	""
"CB.11220"	"V20311"	"0,001"	""	""
"CB.11220"	"V20045"	"0,001"	""	""
"CB.11220"	"V20085"	"0,01"	""	""
"CB.11220"	"V20086"	"0,01"	""	""
"CB.11220"	"V20009"	"0,01"	""	""
"CB.11220"	"V20171"	"1"	""	""
"CB.11220"	"V20266"	"0,01"	""	""
"CB.11220"	"V20007"	"0,01"	""	""
"CB.11220"	"V20329"	"0,2"	""	""
"CB.11220"	"V20152"	"0,01"	""	""
"CB.11220"	"V29999"	"10"	""	""
"CB.11220"	"N01407"	"5,36"	""	""
"CB.11220"	"M201.0018"	"0,36"	""	""
"CB.11220"	"M9999"	"2"	""	""
"CB.11310"	"V20117"	"0,6"	""	""
"CB.11310"	"V20045"	"0,01"	""	""
"CB.11310"	"V20311"	"0,002"	""	""
"CB.11310"	"V20085"	"0,02"	""	""
"CB.11310"	"V20086"	"0,02"	""	""
"CB.11310"	"V20010"	"0,01"	""	""
"CB.11310"	"V20172"	"1,5"	""	""
"CB.11310"	"V20266"	"0,01"	""	""
"CB.11310"	"V20153"	"0,01"	""	""
"CB.11310"	"V20007"	"0,001"	""	""
"CB.11310"	"V20328"	"0,2"	""	""
"CB.11310"	"V29999"	"10"	""	""
"CB.11310"	"N01407"	"5,6"	""	""
"CB.11310"	"M201.0019"	"0,304"	""	""
"CB.11310"	"M9999"	"2"	""	""
"CB.11320"	"V20117"	"1"	""	""
"CB.11320"	"V20045"	"0,01"	""	""
"CB.11320"	"V20311"	"0,002"	""	""
"CB.11320"	"V20085"	"0,02"	""	""
"CB.11320"	"V20086"	"0,02"	""	""
"CB.11320"	"V20010"	"0,01"	""	""
"CB.11320"	"V20172"	"1,5"	""	""
"CB.11320"	"V20266"	"0,01"	""	""
"CB.11320"	"V20153"	"0,01"	""	""
"CB.11320"	"V20007"	"0,001"	""	""
"CB.11320"	"V20328"	"0,2"	""	""
"CB.11320"	"V29999"	"10"	""	""
"CB.11320"	"N01407"	"6,72"	""	""
"CB.11320"	"M201.0019"	"0,36"	""	""
"CB.11320"	"M9999"	"2"	""	""
"CB.21110"	"V20140"	"0,003"	""	""
"CB.21110"	"V20142"	"0,003"	""	""
"CB.21110"	"V20276"	"0,01"	""	""
"CB.21110"	"V20141"	"0,005"	""	""
"CB.21110"	"V20274"	"0,02"	""	""
"CB.21110"	"V20118"	"0,4"	""	""
"CB.21110"	"V20309"	"0,005"	""	""
"CB.21110"	"V20307"	"0,01"	""	""
"CB.21110"	"V29999"	"10"	""	""
"CB.21110"	"N01407"	"0,42"	""	""
"CB.21110"	"M201.0015"	"0,033"	""	""
"CB.21110"	"M9999"	"2"	""	""
"CB.21120"	"V20140"	"0,003"	""	""
"CB.21120"	"V20142"	"0,003"	""	""
"CB.21120"	"V20276"	"0,01"	""	""
"CB.21120"	"V20141"	"0,005"	""	""
"CB.21120"	"V20274"	"0,02"	""	""
"CB.21120"	"V20118"	"0,4"	""	""
"CB.21120"	"V20309"	"0,005"	""	""
"CB.21120"	"V20307"	"0,01"	""	""
"CB.21120"	"V29999"	"10"	""	""
"CB.21120"	"N01407"	"0,53"	""	""
"CB.21120"	"M201.0015"	"0,042"	""	""
"CB.21120"	"M9999"	"2"	""	""
"CB.21210"	"V20141"	"0,002"	""	""
"CB.21210"	"V20140"	"0,002"	""	""
"CB.21210"	"V20142"	"0,002"	""	""
"CB.21210"	"V20274"	"0,01"	""	""
"CB.21210"	"V20006"	"0,0003"	""	""
"CB.21210"	"V20118"	"0,3"	""	""
"CB.21210"	"V20312"	"0,0001"	""	""
"CB.21210"	"V29999"	"10"	""	""
"CB.21210"	"N01407"	"0,22"	""	""
"CB.21210"	"M201.0015"	"0,032"	""	""
"CB.21210"	"M9999"	"2"	""	""
"CB.21220"	"V20141"	"0,0025"	""	""
"CB.21220"	"V20140"	"0,0025"	""	""
"CB.21220"	"V20142"	"0,0025"	""	""
"CB.21220"	"V20274"	"0,0025"	""	""
"CB.21220"	"V20006"	"0,00035"	""	""
"CB.21220"	"V20118"	"0,35"	""	""
"CB.21220"	"V20312"	"0,0001"	""	""
"CB.21220"	"V29999"	"10"	""	""
"CB.21220"	"N01407"	"0,33"	""	""
"CB.21220"	"M201.0015"	"0,047"	""	""
"CB.21220"	"M9999"	"2"	""	""
"CB.21310"	"V20141"	"0,007"	""	""
"CB.21310"	"V20140"	"0,05"	""	""
"CB.21310"	"V20142"	"0,15"	""	""
"CB.21310"	"V20275"	"0,04"	""	""
"CB.21310"	"V20274"	"0,1"	""	""
"CB.21310"	"V20118"	"8"	""	""
"CB.21310"	"V20312"	"0,005"	""	""
"CB.21310"	"V29999"	"10"	""	""
"CB.21310"	"N01407"	"6,75"	""	""
"CB.21310"	"M201.0015"	"0,45"	""	""
"CB.21310"	"M9999"	"2"	""	""
"CB.21320"	"V20141"	"0,01"	""	""
"CB.21320"	"V20140"	"0,05"	""	""
"CB.21320"	"V20142"	"0,15"	""	""
"CB.21320"	"V20275"	"0,04"	""	""
"CB.21320"	"V20274"	"0,1"	""	""
"CB.21320"	"V20118"	"8"	""	""
"CB.21320"	"V20312"	"0,005"	""	""
"CB.21320"	"V29999"	"10"	""	""
"CB.21320"	"N01407"	"8,75"	""	""
"CB.21320"	"M201.0015"	"0,58"	""	""
"CB.21320"	"M9999"	"2"	""	""
"CB.31110"	"N01407"	"0,223"	""	""
"CB.31110"	"M201.0016"	"0,02"	""	""
"CB.31110"	"M9999"	"2"	""	""
"CB.31120"	"N01407"	"0,33"	""	""
"CB.31120"	"M201.0016"	"0,031"	""	""
"CB.31120"	"M9999"	"2"	""	""
"CC.11110"	"V20221"	"0,0075"	""	""
"CC.11110"	"V20060"	"0,0375"	""	""
"CC.11110"	"V20038"	"0,0125"	""	""
"CC.11110"	"V20247"	"0,11"	""	""
"CC.11110"	"V20134"	"0,05"	""	""
"CC.11110"	"V20053"	"0,05"	""	""
"CC.11110"	"V20199"	"0,2"	""	""
"CC.11110"	"V20195a"	"0,1"	""	""
"CC.11110"	"V20192"	"0,12"	""	""
"CC.11110"	"V20041"	"0,001"	""	""
"CC.11110"	"V20166"	"0,001"	""	""
"CC.11110"	"V29999"	"10"	""	""
"CC.11110"	"N02407"	"2,24"	""	""
"CC.11110"	"M201.0001"	"0,22"	""	""
"CC.11120"	"V20221"	"0,009"	""	""
"CC.11120"	"V20060"	"0,04"	""	""
"CC.11120"	"V20038"	"0,013"	""	""
"CC.11120"	"V20247"	"0,11"	""	""
"CC.11120"	"V20134"	"0,05"	""	""
"CC.11120"	"V20053"	"0,05"	""	""
"CC.11120"	"V20199"	"0,2"	""	""
"CC.11120"	"V20195a"	"0,1"	""	""
"CC.11120"	"V20192"	"0,12"	""	""
"CC.11120"	"V20041"	"0,001"	""	""
"CC.11120"	"V20166"	"0,001"	""	""
"CC.11120"	"V29999"	"10"	""	""
"CC.11120"	"N02407"	"3,7"	""	""
"CC.11120"	"M201.0001"	"0,33"	""	""
"CC.11210"	"V20221"	"0,0075"	""	""
"CC.11210"	"V20060"	"0,039"	""	""
"CC.11210"	"V20038"	"0,013"	""	""
"CC.11210"	"V20247"	"0,11"	""	""
"CC.11210"	"V20134"	"0,05"	""	""
"CC.11210"	"V20053"	"0,07"	""	""
"CC.11210"	"V20199"	"0,2"	""	""
"CC.11210"	"V20195a"	"0,1"	""	""
"CC.11210"	"V20192"	"0,12"	""	""
"CC.11210"	"V20041"	"0,001"	""	""
"CC.11210"	"V20166"	"0,001"	""	""
"CC.11210"	"V29999"	"10"	""	""
"CC.11210"	"N02407"	"2,28"	""	""
"CC.11210"	"M201.0001"	"0,23"	""	""
"CC.11220"	"V20221"	"0,009"	""	""
"CC.11220"	"V20060"	"0,042"	""	""
"CC.11220"	"V20038"	"0,0135"	""	""
"CC.11220"	"V20247"	"0,11"	""	""
"CC.11220"	"V20134"	"0,05"	""	""
"CC.11220"	"V20053"	"0,07"	""	""
"CC.11220"	"V20199"	"0,2"	""	""
"CC.11220"	"V20195a"	"0,1"	""	""
"CC.11220"	"V20192"	"0,12"	""	""
"CC.11220"	"V20041"	"0,001"	""	""
"CC.11220"	"V20166"	"0,001"	""	""
"CC.11220"	"V29999"	"10"	""	""
"CC.11220"	"N02407"	"3,82"	""	""
"CC.11220"	"M201.0001"	"0,34"	""	""
"CC.21110"	"V20225"	"0,07"	""	""
"CC.21110"	"V20060"	"0,015"	""	""
"CC.21110"	"V20133"	"0,005"	""	""
"CC.21110"	"V20247"	"0,03"	""	""
"CC.21110"	"V20134"	"0,01"	""	""
"CC.21110"	"V20259"	"0,04"	""	""
"CC.21110"	"V20260"	"0,002"	""	""
"CC.21110"	"V20193"	"0,4"	""	""
"CC.21110"	"V20166"	"0,0035"	""	""
"CC.21110"	"V29999"	"10"	""	""
"CC.21110"	"N02407"	"1,76"	""	""
"CC.21110"	"M201.0002"	"0,09"	""	""
"CC.21110"	"M9999"	"2"	""	""
"CC.21120"	"V20225"	"0,164"	""	""
"CC.21120"	"V20060"	"0,03"	""	""
"CC.21120"	"V20133"	"0,01"	""	""
"CC.21120"	"V20247"	"0,03"	""	""
"CC.21120"	"V20134"	"0,01"	""	""
"CC.21120"	"V20259"	"0,04"	""	""
"CC.21120"	"V20260"	"0,002"	""	""
"CC.21120"	"V20193"	"0,4"	""	""
"CC.21120"	"V20166"	"0,0035"	""	""
"CC.21120"	"V29999"	"10"	""	""
"CC.21120"	"N02407"	"2,53"	""	""
"CC.21120"	"M201.0002"	"0,2"	""	""
"CC.21120"	"M9999"	"2"	""	""
"CC.21130"	"V20225"	"0,35"	""	""
"CC.21130"	"V20060"	"0,04"	""	""
"CC.21130"	"V20133"	"0,014"	""	""
"CC.21130"	"V20247"	"0,02"	""	""
"CC.21130"	"V20134"	"0,007"	""	""
"CC.21130"	"V20259"	"0,04"	""	""
"CC.21130"	"V20260"	"0,002"	""	""
"CC.21130"	"V20193"	"0,4"	""	""
"CC.21130"	"V20166"	"0,0035"	""	""
"CC.21130"	"V29999"	"10"	""	""
"CC.21130"	"N02407"	"3,59"	""	""
"CC.21130"	"M201.0002"	"0,33"	""	""
"CC.21130"	"M9999"	"2"	""	""
"CC.21140"	"V20226"	"0,05"	""	""
"CC.21140"	"V20040"	"0,015"	""	""
"CC.21140"	"V20060"	"0,045"	""	""
"CC.21140"	"V20133"	"0,015"	""	""
"CC.21140"	"V20247"	"0,02"	""	""
"CC.21140"	"V20134"	"0,007"	""	""
"CC.21140"	"V20259"	"0,04"	""	""
"CC.21140"	"V20260"	"0,002"	""	""
"CC.21140"	"V20193"	"0,5"	""	""
"CC.21140"	"V20166"	"0,0035"	""	""
"CC.21140"	"V29999"	"10"	""	""
"CC.21140"	"N02407"	"3,49"	""	""
"CC.21140"	"M201.0002"	"0,3"	""	""
"CC.21140"	"M9999"	"2"	""	""
"CC.21150"	"V20226"	"0,08"	""	""
"CC.21150"	"V20040"	"0,024"	""	""
"CC.21150"	"V20060"	"0,05"	""	""
"CC.21150"	"V20133"	"0,016"	""	""
"CC.21150"	"V20247"	"0,02"	""	""
"CC.21150"	"V20134"	"0,007"	""	""
"CC.21150"	"V20259"	"0,04"	""	""
"CC.21150"	"V20260"	"0,002"	""	""
"CC.21150"	"V20193"	"0,5"	""	""
"CC.21150"	"V20166"	"0,0035"	""	""
"CC.21150"	"V29999"	"10"	""	""
"CC.21150"	"N02407"	"4,73"	""	""
"CC.21150"	"M201.0002"	"0,47"	""	""
"CC.21150"	"M9999"	"2"	""	""
"CC.21210"	"V20225"	"0,063"	""	""
"CC.21210"	"V20060"	"0,016"	""	""
"CC.21210"	"V20133"	"0,0052"	""	""
"CC.21210"	"V20247"	"0,03"	""	""
"CC.21210"	"V20134"	"0,01"	""	""
"CC.21210"	"V20259"	"0,04"	""	""
"CC.21210"	"V20260"	"0,002"	""	""
"CC.21210"	"V20193"	"0,4"	""	""
"CC.21210"	"V20166"	"0,0035"	""	""
"CC.21210"	"V29999"	"10"	""	""
"CC.21210"	"N02407"	"1,86"	""	""
"CC.21210"	"M201.0002"	"0,09"	""	""
"CC.21210"	"M9999"	"2"	""	""
"CC.21220"	"V20225"	"0,148"	""	""
"CC.21220"	"V20060"	"0,032"	""	""
"CC.21220"	"V20133"	"0,011"	""	""
"CC.21220"	"V20247"	"0,03"	""	""
"CC.21220"	"V20134"	"0,01"	""	""
"CC.21220"	"V20259"	"0,04"	""	""
"CC.21220"	"V20260"	"0,002"	""	""
"CC.21220"	"V20193"	"0,4"	""	""
"CC.21220"	"V20166"	"0,0035"	""	""
"CC.21220"	"V29999"	"10"	""	""
"CC.21220"	"N02407"	"2,67"	""	""
"CC.21220"	"M201.0002"	"0,21"	""	""
"CC.21220"	"M9999"	"2"	""	""
"CC.21230"	"V20225"	"0,315"	""	""
"CC.21230"	"V20060"	"0,042"	""	""
"CC.21230"	"V20133"	"0,0147"	""	""
"CC.21230"	"V20247"	"0,02"	""	""
"CC.21230"	"V20134"	"0,007"	""	""
"CC.21230"	"V20259"	"0,04"	""	""
"CC.21230"	"V20260"	"0,002"	""	""
"CC.21230"	"V20193"	"0,4"	""	""
"CC.21230"	"V20166"	"0,0035"	""	""
"CC.21230"	"V29999"	"10"	""	""
"CC.21230"	"N02407"	"3,77"	""	""
"CC.21230"	"M201.0002"	"0,36"	""	""
"CC.21230"	"M9999"	"2"	""	""
"CC.21240"	"V20226"	"0,047"	""	""
"CC.21240"	"V20040"	"0,015"	""	""
"CC.21240"	"V20060"	"0,047"	""	""
"CC.21240"	"V20133"	"0,0157"	""	""
"CC.21240"	"V20247"	"0,02"	""	""
"CC.21240"	"V20134"	"0,007"	""	""
"CC.21240"	"V20259"	"0,04"	""	""
"CC.21240"	"V20260"	"0,002"	""	""
"CC.21240"	"V20193"	"0,5"	""	""
"CC.21240"	"V20166"	"0,0035"	""	""
"CC.21240"	"V29999"	"10"	""	""
"CC.21240"	"N02407"	"3,69"	""	""
"CC.21240"	"M201.0002"	"0,35"	""	""
"CC.21240"	"M9999"	"2"	""	""
"CC.21250"	"V20226"	"0,076"	""	""
"CC.21250"	"V20040"	"0,024"	""	""
"CC.21250"	"V20060"	"0,052"	""	""
"CC.21250"	"V20133"	"0,017"	""	""
"CC.21250"	"V20247"	"0,02"	""	""
"CC.21250"	"V20134"	"0,007"	""	""
"CC.21250"	"V20259"	"0,04"	""	""
"CC.21250"	"V20260"	"0,002"	""	""
"CC.21250"	"V20193"	"0,5"	""	""
"CC.21250"	"V20166"	"0,0035"	""	""
"CC.21250"	"V29999"	"10"	""	""
"CC.21250"	"N02407"	"5,02"	""	""
"CC.21250"	"M201.0002"	"0,51"	""	""
"CC.21250"	"M9999"	"2"	""	""
"CC.21310"	"V20225"	"0,056"	""	""
"CC.21310"	"V20060"	"0,017"	""	""
"CC.21310"	"V20133"	"0,0055"	""	""
"CC.21310"	"V20247"	"0,03"	""	""
"CC.21310"	"V20134"	"0,01"	""	""
"CC.21310"	"V20259"	"0,04"	""	""
"CC.21310"	"V20260"	"0,002"	""	""
"CC.21310"	"V20193"	"0,4"	""	""
"CC.21310"	"V20166"	"0,0035"	""	""
"CC.21310"	"V29999"	"10"	""	""
"CC.21310"	"N02407"	"2,03"	""	""
"CC.21310"	"M201.0002"	"0,1"	""	""
"CC.21310"	"M9999"	"2"	""	""
"CC.21320"	"V20225"	"0,131"	""	""
"CC.21320"	"V20060"	"0,034"	""	""
"CC.21320"	"V20133"	"0,012"	""	""
"CC.21320"	"V20247"	"0,03"	""	""
"CC.21320"	"V20134"	"0,01"	""	""
"CC.21320"	"V20259"	"0,04"	""	""
"CC.21320"	"V20260"	"0,002"	""	""
"CC.21320"	"V20193"	"0,4"	""	""
"CC.21320"	"V20166"	"0,0035"	""	""
"CC.21320"	"V29999"	"10"	""	""
"CC.21320"	"N02407"	"2,95"	""	""
"CC.21320"	"M201.0002"	"0,24"	""	""
"CC.21320"	"M9999"	"2"	""	""
"CC.21330"	"V20225"	"0,28"	""	""
"CC.21330"	"V20060"	"0,044"	""	""
"CC.21330"	"V20133"	"0,015"	""	""
"CC.21330"	"V20247"	"0,02"	""	""
"CC.21330"	"V20134"	"0,007"	""	""
"CC.21330"	"V20259"	"0,04"	""	""
"CC.21330"	"V20260"	"0,002"	""	""
"CC.21330"	"V20193"	"0,4"	""	""
"CC.21330"	"V20166"	"0,0035"	""	""
"CC.21330"	"V29999"	"10"	""	""
"CC.21330"	"N02407"	"4,13"	""	""
"CC.21330"	"M201.0002"	"0,39"	""	""
"CC.21330"	"M9999"	"2"	""	""
"CC.21340"	"V20226"	"0,045"	""	""
"CC.21340"	"V20040"	"0,015"	""	""
"CC.21340"	"V20060"	"0,049"	""	""
"CC.21340"	"V20133"	"0,016"	""	""
"CC.21340"	"V20247"	"0,02"	""	""
"CC.21340"	"V20134"	"0,007"	""	""
"CC.21340"	"V20259"	"0,04"	""	""
"CC.21340"	"V20260"	"0,002"	""	""
"CC.21340"	"V20193"	"0,5"	""	""
"CC.21340"	"V20166"	"0,0035"	""	""
"CC.21340"	"V29999"	"10"	""	""
"CC.21340"	"N02407"	"4,09"	""	""
"CC.21340"	"M201.0002"	"0,37"	""	""
"CC.21340"	"M9999"	"2"	""	""
"CC.21350"	"V20226"	"0,072"	""	""
"CC.21350"	"V20040"	"0,024"	""	""
"CC.21350"	"V20060"	"0,054"	""	""
"CC.21350"	"V20133"	"0,018"	""	""
"CC.21350"	"V20247"	"0,02"	""	""
"CC.21350"	"V20134"	"0,007"	""	""
"CC.21350"	"V20259"	"0,04"	""	""
"CC.21350"	"V20260"	"0,002"	""	""
"CC.21350"	"V20193"	"0,5"	""	""
"CC.21350"	"V20166"	"0,0035"	""	""
"CC.21350"	"V29999"	"10"	""	""
"CC.21350"	"N02407"	"5,41"	""	""
"CC.21350"	"M201.0002"	"0,56"	""	""
"CC.21350"	"M9999"	"2"	""	""
"CC.21410"	"V20225"	"0,045"	""	""
"CC.21410"	"V20060"	"0,018"	""	""
"CC.21410"	"V20133"	"0,0057"	""	""
"CC.21410"	"V20247"	"0,03"	""	""
"CC.21410"	"V20134"	"0,01"	""	""
"CC.21410"	"V20259"	"0,04"	""	""
"CC.21410"	"V20260"	"0,002"	""	""
"CC.21410"	"V20193"	"0,4"	""	""
"CC.21410"	"V20166"	"0,0035"	""	""
"CC.21410"	"V29999"	"10"	""	""
"CC.21410"	"N02407"	"2,09"	""	""
"CC.21410"	"M201.0004"	"0,11"	""	""
"CC.21410"	"M9999"	"2"	""	""
"CC.21420"	"V20225"	"0,115"	""	""
"CC.21420"	"V20060"	"0,036"	""	""
"CC.21420"	"V20133"	"0,0126"	""	""
"CC.21420"	"V20247"	"0,03"	""	""
"CC.21420"	"V20134"	"0,01"	""	""
"CC.21420"	"V20259"	"0,04"	""	""
"CC.21420"	"V20260"	"0,002"	""	""
"CC.21420"	"V20193"	"0,4"	""	""
"CC.21420"	"V20166"	"0,0035"	""	""
"CC.21420"	"V29999"	"10"	""	""
"CC.21420"	"N02407"	"3,13"	""	""
"CC.21420"	"M201.0004"	"0,25"	""	""
"CC.21420"	"M9999"	"2"	""	""
"CC.21430"	"V20225"	"0,245"	""	""
"CC.21430"	"V20060"	"0,046"	""	""
"CC.21430"	"V20133"	"0,016"	""	""
"CC.21430"	"V20247"	"0,02"	""	""
"CC.21430"	"V20134"	"0,007"	""	""
"CC.21430"	"V20259"	"0,04"	""	""
"CC.21430"	"V20260"	"0,002"	""	""
"CC.21430"	"V20193"	"0,4"	""	""
"CC.21430"	"V20166"	"0,0035"	""	""
"CC.21430"	"V29999"	"10"	""	""
"CC.21430"	"N02407"	"4,46"	""	""
"CC.21430"	"M201.0004"	"0,43"	""	""
"CC.21430"	"M9999"	"2"	""	""
"CC.21440"	"V20226"	"0,045"	""	""
"CC.21440"	"V20040"	"0,015"	""	""
"CC.21440"	"V20060"	"0,051"	""	""
"CC.21440"	"V20133"	"0,017"	""	""
"CC.21440"	"V20247"	"0,02"	""	""
"CC.21440"	"V20134"	"0,007"	""	""
"CC.21440"	"V20259"	"0,04"	""	""
"CC.21440"	"V20260"	"0,002"	""	""
"CC.21440"	"V20193"	"0,5"	""	""
"CC.21440"	"V20166"	"0,0035"	""	""
"CC.21440"	"V29999"	"10"	""	""
"CC.21440"	"N02407"	"4,4"	""	""
"CC.21440"	"M201.0004"	"0,4"	""	""
"CC.21440"	"M9999"	"2"	""	""
"CC.21450"	"V20226"	"0,072"	""	""
"CC.21450"	"V20040"	"0,024"	""	""
"CC.21450"	"V20060"	"0,057"	""	""
"CC.21450"	"V20133"	"0,019"	""	""
"CC.21450"	"V20247"	"0,02"	""	""
"CC.21450"	"V20134"	"0,007"	""	""
"CC.21450"	"V20259"	"0,04"	""	""
"CC.21450"	"V20260"	"0,002"	""	""
"CC.21450"	"V20193"	"0,5"	""	""
"CC.21450"	"V20166"	"0,0035"	""	""
